type,year,number
ukpga,1983,58
ukpga,1983,59
ukpga,1983,60
ukpga,1983,6
ukpga,1983,7
ukpga,1983,8
ukpga,1983,9
ukpga,1984,10
ukpga,1984,11
ukpga,1984,12
ukpga,1984,14
ukpga,1984,15
ukpga,1984,16
ukpga,1984,19
ukpga,1984,20
ukpga,1984,21
ukpga,1984,22
ukpga,1984,23
ukpga,1984,24
ukpga,1984,25
ukpga,1984,26
ukpga,1984,27
ukpga,1984,28
ukpga,1984,29
ukpga,1984,30
ukpga,1984,31
ukpga,1984,32
ukpga,1984,33
ukpga,1984,34
ukpga,1984,35
ukpga,1984,36
ukpga,1984,37
ukpga,1984,38
ukpga,1984,39
ukpga,1984,3
ukpga,1984,40
ukpga,1984,42
ukpga,1984,43
ukpga,1984,45
ukpga,1984,46
ukpga,1984,47
ukpga,1984,48
ukpga,1984,49
ukpga,1984,4
ukpga,1984,50
ukpga,1984,51
ukpga,1984,52
ukpga,1984,53
ukpga,1984,54
ukpga,1984,55
ukpga,1984,56
ukpga,1984,57
ukpga,1984,58
ukpga,1984,59
ukpga,1984,5
ukpga,1984,60
ukpga,1984,62
ukpga,1984,6
ukpga,1984,7
ukpga,1984,9
ukpga,1985,10
ukpga,1985,12
ukpga,1985,13
ukpga,1985,14
ukpga,1985,15
ukpga,1985,16
ukpga,1985,17
ukpga,1985,18
ukpga,1985,19
ukpga,1985,20
ukpga,1985,21
ukpga,1985,22
ukpga,1985,23
ukpga,1985,24
ukpga,1985,25
ukpga,1985,26
ukpga,1985,27
ukpga,1985,29
ukpga,1985,2
ukpga,1985,30
ukpga,1985,31
ukpga,1985,32
ukpga,1985,33
ukpga,1985,35
ukpga,1985,36
ukpga,1985,37
ukpga,1985,38
ukpga,1985,39
ukpga,1985,3
ukpga,1985,40
ukpga,1985,42
ukpga,1985,43
ukpga,1985,44
ukpga,1985,45
ukpga,1985,46
ukpga,1985,47
ukpga,1985,48
ukpga,1985,49
ukpga,1985,4
ukpga,1985,50
ukpga,1985,51
ukpga,1985,52
ukpga,1985,53
ukpga,1985,54
ukpga,1985,56
ukpga,1985,57
ukpga,1985,58
ukpga,1985,59
ukpga,1985,5
ukpga,1985,60
ukpga,1985,61
ukpga,1985,62
ukpga,1985,63
ukpga,1985,65
ukpga,1985,66
ukpga,1985,67
ukpga,1985,68
ukpga,1985,69
ukpga,1985,6
ukpga,1985,70
ukpga,1985,71
ukpga,1985,72
ukpga,1985,73
ukpga,1985,75
ukpga,1985,76
ukpga,1985,7
ukpga,1985,8
ukpga,1985,9
ukpga,1986,10
ukpga,1986,11
ukpga,1986,12
ukpga,1986,13
ukpga,1986,14
ukpga,1986,15
ukpga,1986,16
ukpga,1986,18
ukpga,1986,1
ukpga,1986,20
ukpga,1986,21
ukpga,1986,22
ukpga,1986,23
ukpga,1986,24
ukpga,1986,25
ukpga,1986,26
ukpga,1986,27
ukpga,1986,28
ukpga,1986,2
ukpga,1986,30
ukpga,1986,31
ukpga,1986,32
ukpga,1986,33
ukpga,1986,34
ukpga,1986,35
ukpga,1986,36
ukpga,1986,37
ukpga,1986,38
ukpga,1986,39
ukpga,1986,3
ukpga,1986,40
ukpga,1986,41
ukpga,1986,43
ukpga,1986,44
ukpga,1986,45
ukpga,1986,46
ukpga,1986,47
ukpga,1986,48
ukpga,1986,49
ukpga,1986,50
ukpga,1986,51
ukpga,1986,52
ukpga,1986,53
ukpga,1986,54
ukpga,1986,55
ukpga,1986,56
ukpga,1986,57
ukpga,1986,58
ukpga,1986,59
ukpga,1986,5
ukpga,1986,60
ukpga,1986,61
ukpga,1986,62
ukpga,1986,63
ukpga,1986,64
ukpga,1986,65
ukpga,1986,66
ukpga,1986,68
ukpga,1986,6
ukpga,1986,7
ukpga,1986,8
ukpga,1986,9
ukpga,1987,11
ukpga,1987,12
ukpga,1987,13
ukpga,1987,14
ukpga,1987,15
ukpga,1987,16
ukpga,1987,18
ukpga,1987,1
ukpga,1987,20
ukpga,1987,21
ukpga,1987,22
ukpga,1987,23
ukpga,1987,24
ukpga,1987,25
ukpga,1987,26
ukpga,1987,27
ukpga,1987,28
ukpga,1987,29
ukpga,1987,30
ukpga,1987,31
ukpga,1987,32
ukpga,1987,33
ukpga,1987,34
ukpga,1987,35
ukpga,1987,36
ukpga,1987,37
ukpga,1987,38
ukpga,1987,39
ukpga,1987,3
ukpga,1987,40
ukpga,1987,41
ukpga,1987,42
ukpga,1987,43
ukpga,1987,44
ukpga,1987,45
ukpga,1987,46
ukpga,1987,47
ukpga,1987,48
ukpga,1987,49
ukpga,1987,4
ukpga,1987,51
ukpga,1987,52
ukpga,1987,53
ukpga,1987,56
ukpga,1987,57
ukpga,1987,5
ukpga,1987,6
ukpga,1987,7
ukpga,1987,9
ukpga,1988,10
ukpga,1988,11
ukpga,1988,12
ukpga,1988,13
ukpga,1988,14
ukpga,1988,15
ukpga,1988,16
ukpga,1988,17
ukpga,1988,18
ukpga,1988,19
ukpga,1988,1
ukpga,1988,20
ukpga,1988,21
ukpga,1988,22
ukpga,1988,23
ukpga,1988,24
ukpga,1988,25
ukpga,1988,26
ukpga,1988,27
ukpga,1988,28
ukpga,1988,29
ukpga,1988,2
ukpga,1988,30
ukpga,1988,31
ukpga,1988,32
ukpga,1988,33
ukpga,1988,34
ukpga,1988,35
ukpga,1988,36
ukpga,1988,37
ukpga,1988,38
ukpga,1988,39
ukpga,1988,3
ukpga,1988,40
ukpga,1988,41
ukpga,1988,42
ukpga,1988,43
ukpga,1988,44
ukpga,1988,45
ukpga,1988,46
ukpga,1988,47
ukpga,1988,48
ukpga,1988,49
ukpga,1988,4
ukpga,1988,50
ukpga,1988,51
ukpga,1988,52
ukpga,1988,53
ukpga,1988,54
ukpga,1988,55
ukpga,1988,5
ukpga,1988,6
ukpga,1988,7
ukpga,1988,8
ukpga,1988,9
ukpga,1989,10
ukpga,1989,11
ukpga,1989,12
ukpga,1989,13
ukpga,1989,14
ukpga,1989,15
ukpga,1989,16
ukpga,1989,17
ukpga,1989,18
ukpga,1989,19
ukpga,1989,1
ukpga,1989,20
ukpga,1989,21
ukpga,1989,22
ukpga,1989,23
ukpga,1989,24
ukpga,1989,25
ukpga,1989,26
ukpga,1989,27
ukpga,1989,28
ukpga,1989,29
ukpga,1989,2
ukpga,1989,30
ukpga,1989,31
ukpga,1989,32
ukpga,1989,33
ukpga,1989,34
ukpga,1989,35
ukpga,1989,36
ukpga,1989,37
ukpga,1989,38
ukpga,1989,39
ukpga,1989,3
ukpga,1989,40
ukpga,1989,41
ukpga,1989,42
ukpga,1989,43
ukpga,1989,44
ukpga,1989,45
ukpga,1989,46
ukpga,1989,4
ukpga,1989,5
ukpga,1989,6
ukpga,1989,7
ukpga,1989,8
ukpga,1989,9
ukpga,1990,10
ukpga,1990,11
ukpga,1990,12
ukpga,1990,13
ukpga,1990,14
ukpga,1990,15
ukpga,1990,16
ukpga,1990,17
ukpga,1990,18
ukpga,1990,19
ukpga,1990,1
ukpga,1990,20
ukpga,1990,21
ukpga,1990,22
ukpga,1990,23
ukpga,1990,24
ukpga,1990,25
ukpga,1990,26
ukpga,1990,27
ukpga,1990,28
ukpga,1990,29
ukpga,1990,2
ukpga,1990,30
ukpga,1990,31
ukpga,1990,32
ukpga,1990,33
ukpga,1990,34
ukpga,1990,35
ukpga,1990,36
ukpga,1990,37
ukpga,1990,38
ukpga,1990,39
ukpga,1990,3
ukpga,1990,40
ukpga,1990,41
ukpga,1990,42
ukpga,1990,43
ukpga,1990,44
ukpga,1990,45
ukpga,1990,46
ukpga,1990,4
ukpga,1990,5
ukpga,1990,6
ukpga,1990,7
ukpga,1990,8
ukpga,1990,9
ukpga,1991,10
ukpga,1991,11
ukpga,1991,12
ukpga,1991,13
ukpga,1991,14
ukpga,1991,15
ukpga,1991,16
ukpga,1991,17
ukpga,1991,18
ukpga,1991,19
ukpga,1991,1
ukpga,1991,20
ukpga,1991,21
ukpga,1991,22
ukpga,1991,23
ukpga,1991,24
ukpga,1991,25
ukpga,1991,26
ukpga,1991,27
ukpga,1991,28
ukpga,1991,29
ukpga,1991,2
ukpga,1991,30
ukpga,1991,31
ukpga,1991,32
ukpga,1991,33
ukpga,1991,34
ukpga,1991,35
ukpga,1991,36
ukpga,1991,37
ukpga,1991,38
ukpga,1991,39
ukpga,1991,3
ukpga,1991,40
ukpga,1991,41
ukpga,1991,42
ukpga,1991,43
ukpga,1991,44
ukpga,1991,45
ukpga,1991,46
ukpga,1991,47
ukpga,1991,48
ukpga,1991,49
ukpga,1991,4
ukpga,1991,50
ukpga,1991,51
ukpga,1991,52
ukpga,1991,53
ukpga,1991,54
ukpga,1991,55
ukpga,1991,56
ukpga,1991,57
ukpga,1991,58
ukpga,1991,59
ukpga,1991,5
ukpga,1991,60
ukpga,1991,61
ukpga,1991,62
ukpga,1991,63
ukpga,1991,64
ukpga,1991,65
ukpga,1991,66
ukpga,1991,67
ukpga,1991,68
ukpga,1991,69
ukpga,1991,6
ukpga,1991,7
ukpga,1991,8
ukpga,1991,9
ukpga,1992,10
ukpga,1992,11
ukpga,1992,12
ukpga,1992,13
ukpga,1992,14
ukpga,1992,15
ukpga,1992,16
ukpga,1992,17
ukpga,1992,18
ukpga,1992,19
ukpga,1992,1
ukpga,1992,20
ukpga,1992,21
ukpga,1992,22
ukpga,1992,23
ukpga,1992,24
ukpga,1992,25
ukpga,1992,26
ukpga,1992,27
ukpga,1992,28
ukpga,1992,29
ukpga,1992,2
ukpga,1992,30
ukpga,1992,31
ukpga,1992,32
ukpga,1992,33
ukpga,1992,34
ukpga,1992,35
ukpga,1992,36
ukpga,1992,37
ukpga,1992,38
ukpga,1992,39
ukpga,1992,3
ukpga,1992,40
ukpga,1992,41
ukpga,1992,42
ukpga,1992,43
ukpga,1992,44
ukpga,1992,45
ukpga,1992,46
ukpga,1992,47
ukpga,1992,48
ukpga,1992,49
ukpga,1992,4
ukpga,1992,50
ukpga,1992,51
ukpga,1992,52
ukpga,1992,53
ukpga,1992,54
ukpga,1992,55
ukpga,1992,56
ukpga,1992,57
ukpga,1992,58
ukpga,1992,59
ukpga,1992,5
ukpga,1992,60
ukpga,1992,61
ukpga,1992,6
ukpga,1992,7
ukpga,1992,8
ukpga,1992,9
ukpga,1993,10
ukpga,1993,11
ukpga,1993,12
ukpga,1993,13
ukpga,1993,14
ukpga,1993,15
ukpga,1993,16
ukpga,1993,17
ukpga,1993,18
ukpga,1993,19
ukpga,1993,1
ukpga,1993,20
ukpga,1993,21
ukpga,1993,22
ukpga,1993,23
ukpga,1993,24
ukpga,1993,25
ukpga,1993,26
ukpga,1993,27
ukpga,1993,28
ukpga,1993,29
ukpga,1993,2
ukpga,1993,30
ukpga,1993,31
ukpga,1993,32
ukpga,1993,33
ukpga,1993,34
ukpga,1993,35
ukpga,1993,36
ukpga,1993,37
ukpga,1993,38
ukpga,1993,39
ukpga,1993,3
ukpga,1993,40
ukpga,1993,41
ukpga,1993,42
ukpga,1993,43
ukpga,1993,44
ukpga,1993,45
ukpga,1993,46
ukpga,1993,47
ukpga,1993,48
ukpga,1993,49
ukpga,1993,4
ukpga,1993,50
ukpga,1993,51
ukpga,1993,52
ukpga,1993,5
ukpga,1993,6
ukpga,1993,7
ukpga,1993,8
ukpga,1993,9
ukpga,1994,10
ukpga,1994,11
ukpga,1994,12
ukpga,1994,13
ukpga,1994,14
ukpga,1994,15
ukpga,1994,16
ukpga,1994,17
ukpga,1994,18
ukpga,1994,19
ukpga,1994,1
ukpga,1994,20
ukpga,1994,21
ukpga,1994,22
ukpga,1994,23
ukpga,1994,24
ukpga,1994,25
ukpga,1994,26
ukpga,1994,27
ukpga,1994,28
ukpga,1994,29
ukpga,1994,2
ukpga,1994,30
ukpga,1994,31
ukpga,1994,32
ukpga,1994,33
ukpga,1994,34
ukpga,1994,35
ukpga,1994,36
ukpga,1994,37
ukpga,1994,38
ukpga,1994,39
ukpga,1994,3
ukpga,1994,40
ukpga,1994,41
ukpga,1994,4
ukpga,1994,5
ukpga,1994,6
ukpga,1994,7
ukpga,1994,8
ukpga,1994,9
ukpga,1995,10
ukpga,1995,11
ukpga,1995,12
ukpga,1995,13
ukpga,1995,14
ukpga,1995,15
ukpga,1995,16
ukpga,1995,17
ukpga,1995,18
ukpga,1995,19
ukpga,1995,1
ukpga,1995,20
ukpga,1995,21
ukpga,1995,22
ukpga,1995,23
ukpga,1995,24
ukpga,1995,25
ukpga,1995,26
ukpga,1995,27
ukpga,1995,28
ukpga,1995,29
ukpga,1995,2
ukpga,1995,30
ukpga,1995,31
ukpga,1995,32
ukpga,1995,33
ukpga,1995,34
ukpga,1995,35
ukpga,1995,36
ukpga,1995,37
ukpga,1995,38
ukpga,1995,39
ukpga,1995,3
ukpga,1995,40
ukpga,1995,41
ukpga,1995,42
ukpga,1995,43
ukpga,1995,44
ukpga,1995,45
ukpga,1995,46
ukpga,1995,47
ukpga,1995,48
ukpga,1995,49
ukpga,1995,4
ukpga,1995,50
ukpga,1995,51
ukpga,1995,52
ukpga,1995,53
ukpga,1995,54
ukpga,1995,5
ukpga,1995,6
ukpga,1995,7
ukpga,1995,8
ukpga,1995,9
ukpga,1996,10
ukpga,1996,11
ukpga,1996,12
ukpga,1996,13
ukpga,1996,14
ukpga,1996,15
ukpga,1996,16
ukpga,1996,17
ukpga,1996,18
ukpga,1996,19
ukpga,1996,1
ukpga,1996,20
ukpga,1996,21
ukpga,1996,22
ukpga,1996,23
ukpga,1996,24
ukpga,1996,25
ukpga,1996,26
ukpga,1996,27
ukpga,1996,28
ukpga,1996,29
ukpga,1996,2
ukpga,1996,30
ukpga,1996,31
ukpga,1996,32
ukpga,1996,33
ukpga,1996,34
ukpga,1996,35
ukpga,1996,36
ukpga,1996,37
ukpga,1996,38
ukpga,1996,39
ukpga,1996,3
ukpga,1996,40
ukpga,1996,41
ukpga,1996,42
ukpga,1996,43
ukpga,1996,44
ukpga,1996,45
ukpga,1996,46
ukpga,1996,47
ukpga,1996,48
ukpga,1996,49
ukpga,1996,4
ukpga,1996,50
ukpga,1996,51
ukpga,1996,52
ukpga,1996,53
ukpga,1996,54
ukpga,1996,55
ukpga,1996,56
ukpga,1996,57
ukpga,1996,58
ukpga,1996,59
ukpga,1996,5
ukpga,1996,60
ukpga,1996,61
ukpga,1996,62
ukpga,1996,63
ukpga,1996,6
ukpga,1996,7
ukpga,1996,8
ukpga,1996,9
ukpga,1997,10
ukpga,1997,11
ukpga,1997,12
ukpga,1997,13
ukpga,1997,14
ukpga,1997,15
ukpga,1997,16
ukpga,1997,17
ukpga,1997,18
ukpga,1997,19
ukpga,1997,1
ukpga,1997,20
ukpga,1997,21
ukpga,1997,22
ukpga,1997,23
ukpga,1997,24
ukpga,1997,25
ukpga,1997,26
ukpga,1997,27
ukpga,1997,28
ukpga,1997,29
ukpga,1997,2
ukpga,1997,30
ukpga,1997,31
ukpga,1997,32
ukpga,1997,33
ukpga,1997,34
ukpga,1997,35
ukpga,1997,36
ukpga,1997,37
ukpga,1997,38
ukpga,1997,39
ukpga,1997,3
ukpga,1997,40
ukpga,1997,41
ukpga,1997,42
ukpga,1997,43
ukpga,1997,44
ukpga,1997,45
ukpga,1997,46
ukpga,1997,47
ukpga,1997,48
ukpga,1997,49
ukpga,1997,4
ukpga,1997,50
ukpga,1997,51
ukpga,1997,52
ukpga,1997,53
ukpga,1997,54
ukpga,1997,55
ukpga,1997,56
ukpga,1997,57
ukpga,1997,58
ukpga,1997,59
ukpga,1997,5
ukpga,1997,60
ukpga,1997,61
ukpga,1997,62
ukpga,1997,63
ukpga,1997,64
ukpga,1997,65
ukpga,1997,66
ukpga,1997,67
ukpga,1997,68
ukpga,1997,69
ukpga,1997,6
ukpga,1997,7
ukpga,1997,8
ukpga,1997,9
ukpga,1998,10
ukpga,1998,11
ukpga,1998,12
ukpga,1998,13
ukpga,1998,14
ukpga,1998,15
ukpga,1998,16
ukpga,1998,17
ukpga,1998,18
ukpga,1998,19
ukpga,1998,1
ukpga,1998,20
ukpga,1998,21
ukpga,1998,22
ukpga,1998,23
ukpga,1998,24
ukpga,1998,25
ukpga,1998,26
ukpga,1998,27
ukpga,1998,28
ukpga,1998,29
ukpga,1998,2
ukpga,1998,30
ukpga,1998,31
ukpga,1998,32
ukpga,1998,33
ukpga,1998,34
ukpga,1998,35
ukpga,1998,36
ukpga,1998,37
ukpga,1998,38
ukpga,1998,39
ukpga,1998,3
ukpga,1998,40
ukpga,1998,41
ukpga,1998,42
ukpga,1998,43
ukpga,1998,44
ukpga,1998,45
ukpga,1998,46
ukpga,1998,47
ukpga,1998,48
ukpga,1998,49
ukpga,1998,4
ukpga,1998,5
ukpga,1998,6
ukpga,1998,7
ukpga,1998,8
ukpga,1998,9
ukpga,1999,10
ukpga,1999,11
ukpga,1999,12
ukpga,1999,13
ukpga,1999,14
ukpga,1999,15
ukpga,1999,16
ukpga,1999,17
ukpga,1999,18
ukpga,1999,19
ukpga,1999,1
ukpga,1999,20
ukpga,1999,21
ukpga,1999,22
ukpga,1999,23
ukpga,1999,24
ukpga,1999,25
ukpga,1999,26
ukpga,1999,27
ukpga,1999,28
ukpga,1999,29
ukpga,1999,2
ukpga,1999,30
ukpga,1999,31
ukpga,1999,32
ukpga,1999,33
ukpga,1999,34
ukpga,1999,35
ukpga,1999,3
ukpga,1999,4
ukpga,1999,5
ukpga,1999,6
ukpga,1999,7
ukpga,1999,8
ukpga,1999,9
ukpga,2000,10
ukpga,2000,11
ukpga,2000,12
ukpga,2000,13
ukpga,2000,14
ukpga,2000,15
ukpga,2000,16
ukpga,2000,17
ukpga,2000,18
ukpga,2000,19
ukpga,2000,1
ukpga,2000,20
ukpga,2000,21
ukpga,2000,22
ukpga,2000,23
ukpga,2000,24
ukpga,2000,25
ukpga,2000,26
ukpga,2000,27
ukpga,2000,28
ukpga,2000,29
ukpga,2000,2
ukpga,2000,30
ukpga,2000,31
ukpga,2000,32
ukpga,2000,33
ukpga,2000,34
ukpga,2000,35
ukpga,2000,36
ukpga,2000,37
ukpga,2000,38
ukpga,2000,39
ukpga,2000,3
ukpga,2000,40
ukpga,2000,41
ukpga,2000,42
ukpga,2000,43
ukpga,2000,44
ukpga,2000,45
ukpga,2000,4
ukpga,2000,5
ukpga,2000,6
ukpga,2000,7
ukpga,2000,8
ukpga,2000,9
ukpga,2001,10
ukpga,2001,11
ukpga,2001,12
ukpga,2001,13
ukpga,2001,14
ukpga,2001,15
ukpga,2001,16
ukpga,2001,17
ukpga,2001,18
ukpga,2001,19
ukpga,2001,1
ukpga,2001,20
ukpga,2001,21
ukpga,2001,22
ukpga,2001,23
ukpga,2001,24
ukpga,2001,25
ukpga,2001,2
ukpga,2001,3
ukpga,2001,4
ukpga,2001,5
ukpga,2001,6
ukpga,2001,7
ukpga,2001,8
ukpga,2001,9
ukpga,2002,10
ukpga,2002,11
ukpga,2002,12
ukpga,2002,13
ukpga,2002,14
ukpga,2002,15
ukpga,2002,16
ukpga,2002,17
ukpga,2002,18
ukpga,2002,19
ukpga,2002,1
ukpga,2002,20
ukpga,2002,21
ukpga,2002,22
ukpga,2002,23
ukpga,2002,24
ukpga,2002,25
ukpga,2002,26
ukpga,2002,27
ukpga,2002,28
ukpga,2002,29
ukpga,2002,2
ukpga,2002,30
ukpga,2002,31
ukpga,2002,32
ukpga,2002,33
ukpga,2002,34
ukpga,2002,35
ukpga,2002,36
ukpga,2002,37
ukpga,2002,38
ukpga,2002,39
ukpga,2002,3
ukpga,2002,40
ukpga,2002,41
ukpga,2002,42
ukpga,2002,43
ukpga,2002,44
ukpga,2002,4
ukpga,2002,5
ukpga,2002,6
ukpga,2002,7
ukpga,2002,8
ukpga,2002,9
ukpga,2003,10
ukpga,2003,11
ukpga,2003,12
ukpga,2003,13
ukpga,2003,14
ukpga,2003,15
ukpga,2003,16
ukpga,2003,17
ukpga,2003,18
ukpga,2003,19
ukpga,2003,1
ukpga,2003,20
ukpga,2003,21
ukpga,2003,22
ukpga,2003,23
ukpga,2003,24
ukpga,2003,25
ukpga,2003,26
ukpga,2003,27
ukpga,2003,28
ukpga,2003,29
ukpga,2003,2
ukpga,2003,30
ukpga,2003,31
ukpga,2003,32
ukpga,2003,33
ukpga,2003,34
ukpga,2003,35
ukpga,2003,36
ukpga,2003,37
ukpga,2003,38
ukpga,2003,39
ukpga,2003,3
ukpga,2003,40
ukpga,2003,41
ukpga,2003,42
ukpga,2003,43
ukpga,2003,44
ukpga,2003,45
ukpga,2003,4
ukpga,2003,5
ukpga,2003,6
ukpga,2003,7
ukpga,2003,8
ukpga,2003,9
ukpga,2004,10
ukpga,2004,11
ukpga,2004,12
ukpga,2004,13
ukpga,2004,14
ukpga,2004,15
ukpga,2004,16
ukpga,2004,17
ukpga,2004,18
ukpga,2004,19
ukpga,2004,1
ukpga,2004,20
ukpga,2004,21
ukpga,2004,22
ukpga,2004,23
ukpga,2004,24
ukpga,2004,25
ukpga,2004,26
ukpga,2004,27
ukpga,2004,28
ukpga,2004,29
ukpga,2004,2
ukpga,2004,30
ukpga,2004,31
ukpga,2004,32
ukpga,2004,33
ukpga,2004,34
ukpga,2004,35
ukpga,2004,36
ukpga,2004,37
ukpga,2004,38
ukpga,2004,3
ukpga,2004,4
ukpga,2004,5
ukpga,2004,6
ukpga,2004,7
ukpga,2004,8
ukpga,2004,9
ukpga,2005,10
ukpga,2005,11
ukpga,2005,12
ukpga,2005,13
ukpga,2005,14
ukpga,2005,15
ukpga,2005,16
ukpga,2005,17
ukpga,2005,18
ukpga,2005,19
ukpga,2005,1
ukpga,2005,20
ukpga,2005,21
ukpga,2005,22
ukpga,2005,23
ukpga,2005,24
ukpga,2005,2
ukpga,2005,3
ukpga,2005,4
ukpga,2005,5
ukpga,2005,6
ukpga,2005,7
ukpga,2005,8
ukpga,2005,9
ukpga,2006,10
ukpga,2006,11
ukpga,2006,12
ukpga,2006,13
ukpga,2006,14
ukpga,2006,15
ukpga,2006,16
ukpga,2006,17
ukpga,2006,18
ukpga,2006,19
ukpga,2006,1
ukpga,2006,20
ukpga,2006,21
ukpga,2006,22
ukpga,2006,23
ukpga,2006,24
ukpga,2006,25
ukpga,2006,26
ukpga,2006,27
ukpga,2006,28
ukpga,2006,29
ukpga,2006,2
ukpga,2006,30
ukpga,2006,31
ukpga,2006,32
ukpga,2006,33
ukpga,2006,34
ukpga,2006,35
ukpga,2006,36
ukpga,2006,37
ukpga,2006,38
ukpga,2006,39
ukpga,2006,3
ukpga,2006,40
ukpga,2006,41
ukpga,2006,42
ukpga,2006,43
ukpga,2006,44
ukpga,2006,45
ukpga,2006,46
ukpga,2006,47
ukpga,2006,48
ukpga,2006,49
ukpga,2006,4
ukpga,2006,50
ukpga,2006,51
ukpga,2006,52
ukpga,2006,53
ukpga,2006,54
ukpga,2006,55
ukpga,2006,5
ukpga,2006,6
ukpga,2006,7
ukpga,2006,8
ukpga,2006,9
ukpga,2007,10
ukpga,2007,11
ukpga,2007,12
ukpga,2007,13
ukpga,2007,14
ukpga,2007,15
ukpga,2007,16
ukpga,2007,17
ukpga,2007,18
ukpga,2007,19
ukpga,2007,1
ukpga,2007,20
ukpga,2007,21
ukpga,2007,22
ukpga,2007,23
ukpga,2007,24
ukpga,2007,25
ukpga,2007,26
ukpga,2007,27
ukpga,2007,28
ukpga,2007,29
ukpga,2007,2
ukpga,2007,30
ukpga,2007,31
ukpga,2007,3
ukpga,2007,4
ukpga,2007,5
ukpga,2007,6
ukpga,2007,7
ukpga,2007,8
ukpga,2007,9
ukpga,2008,10
ukpga,2008,11
ukpga,2008,12
ukpga,2008,13
ukpga,2008,14
ukpga,2008,15
ukpga,2008,16
ukpga,2008,17
ukpga,2008,18
ukpga,2008,19
ukpga,2008,1
ukpga,2008,20
ukpga,2008,21
ukpga,2008,22
ukpga,2008,23
ukpga,2008,24
ukpga,2008,25
ukpga,2008,26
ukpga,2008,27
ukpga,2008,28
ukpga,2008,29
ukpga,2008,2
ukpga,2008,30
ukpga,2008,31
ukpga,2008,32
ukpga,2008,33
ukpga,2008,3
ukpga,2008,4
ukpga,2008,5
ukpga,2008,6
ukpga,2008,7
ukpga,2008,8
ukpga,2008,9
ukpga,2009,10
ukpga,2009,11
ukpga,2009,12
ukpga,2009,13
ukpga,2009,14
ukpga,2009,15
ukpga,2009,16
ukpga,2009,17
ukpga,2009,18
ukpga,2009,19
ukpga,2009,1
ukpga,2009,20
ukpga,2009,21
ukpga,2009,22
ukpga,2009,23
ukpga,2009,24
ukpga,2009,25
ukpga,2009,26
ukpga,2009,27
ukpga,2009,2
ukpga,2009,3
ukpga,2009,4
ukpga,2009,5
ukpga,2009,6
ukpga,2009,7
ukpga,2009,8
ukpga,2009,9
ukpga,2010,10
ukpga,2010,11
ukpga,2010,12
ukpga,2010,13
ukpga,2010,14
ukpga,2010,15
ukpga,2010,16
ukpga,2010,17
ukpga,2010,18
ukpga,2010,19
ukpga,2010,1
ukpga,2010,20
ukpga,2010,21
ukpga,2010,22
ukpga,2010,23
ukpga,2010,24
ukpga,2010,25
ukpga,2010,26
ukpga,2010,27
ukpga,2010,28
ukpga,2010,29
ukpga,2010,2
ukpga,2010,30
ukpga,2010,31
ukpga,2010,32
ukpga,2010,33
ukpga,2010,34
ukpga,2010,35
ukpga,2010,36
ukpga,2010,37
ukpga,2010,38
ukpga,2010,39
ukpga,2010,3
ukpga,2010,40
ukpga,2010,41
ukpga,2010,4
ukpga,2010,5
ukpga,2010,6
ukpga,2010,7
ukpga,2010,8
ukpga,2010,9
ukpga,2011,10
ukpga,2011,11
ukpga,2011,12
ukpga,2011,13
ukpga,2011,14
ukpga,2011,15
ukpga,2011,16
ukpga,2011,17
ukpga,2011,18
ukpga,2011,19
ukpga,2011,1
ukpga,2011,20
ukpga,2011,21
ukpga,2011,22
ukpga,2011,23
ukpga,2011,24
ukpga,2011,25
ukpga,2011,2
ukpga,2011,3
ukpga,2011,4
ukpga,2011,5
ukpga,2011,6
ukpga,2011,7
ukpga,2011,8
ukpga,2011,9
ukpga,2012,10
ukpga,2012,11
ukpga,2012,12
ukpga,2012,13
ukpga,2012,14
ukpga,2012,15
ukpga,2012,16
ukpga,2012,17
ukpga,2012,18
ukpga,2012,19
ukpga,2012,1
ukpga,2012,20
ukpga,2012,21
ukpga,2012,22
ukpga,2012,23
ukpga,2012,2
ukpga,2012,3
ukpga,2012,4
ukpga,2012,5
ukpga,2012,6
ukpga,2012,7
ukpga,2012,8
ukpga,2012,9
ukpga,2013,10
ukpga,2013,11
ukpga,2013,12
ukpga,2013,13
ukpga,2013,14
ukpga,2013,15
ukpga,2013,16
ukpga,2013,17
ukpga,2013,18
ukpga,2013,19
ukpga,2013,1
ukpga,2013,20
ukpga,2013,21
ukpga,2013,22
ukpga,2013,23
ukpga,2013,24
ukpga,2013,25
ukpga,2013,26
ukpga,2013,27
ukpga,2013,28
ukpga,2013,29
ukpga,2013,2
ukpga,2013,30
ukpga,2013,31
ukpga,2013,32
ukpga,2013,33
ukpga,2013,3
ukpga,2013,4
ukpga,2013,5
ukpga,2013,6
ukpga,2013,7
ukpga,2013,8
ukpga,2013,9
ukpga,2014,10
ukpga,2014,11
ukpga,2014,12
ukpga,2014,13
ukpga,2014,14
ukpga,2014,15
ukpga,2014,16
ukpga,2014,17
ukpga,2014,18
ukpga,2014,19
ukpga,2014,1
ukpga,2014,20
ukpga,2014,21
ukpga,2014,22
ukpga,2014,23
ukpga,2014,24
ukpga,2014,25
ukpga,2014,26
ukpga,2014,27
ukpga,2014,28
ukpga,2014,29
ukpga,2014,2
ukpga,2014,30
ukpga,2014,3
ukpga,2014,4
ukpga,2014,5
ukpga,2014,6
ukpga,2014,7
ukpga,2014,8
ukpga,2014,9
ukpga,2015,10
